,PROPNUM,API,WELL,D_DATE,OIL (BBL),GAS (MCF),WATER (BBL),CASING_PRESS (PSI),TUBING_PRESS (PSI),CHOKE (/64THS INCH)
6821,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,10/25/2017,29.54,28.03,17.0,50.0,80.0,0.0
6822,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,10/26/2017,39.5,32.0,18.0,40.0,150.0,0.0
6823,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,10/27/2017,32.43,33.0,12.0,40.0,180.0,0.0
6824,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,10/28/2017,36.35,31.0,16.0,40.0,80.0,0.0
6825,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,10/29/2017,35.06,35.0,20.0,50.0,160.0,0.0
6826,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,10/30/2017,36.07,33.81,17.0,60.0,50.0,0.0
6827,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,10/31/2017,33.6,28.0,13.0,50.0,100.0,0.0
6828,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/1/2017,35.34,30.0,16.0,40.0,70.0,0.0
6829,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/2/2017,35.57,32.02,15.0,40.0,60.0,0.0
6830,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/3/2017,33.53,29.03,16.0,40.0,60.0,0.0
6831,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/4/2017,34.05,29.03,16.0,40.0,40.0,0.0
6832,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/5/2017,18.12,20.95,11.0,40.0,40.0,0.0
6833,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/6/2017,40.31,23.0,15.0,40.0,60.0,0.0
6834,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/7/2017,40.47,26.0,17.0,40.0,80.0,0.0
6835,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/8/2017,36.27,30.0,12.0,50.0,100.0,0.0
6836,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/9/2017,9.02,12.0,1.0,50.0,100.0,0.0
6837,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/10/2017,45.07,23.0,23.0,70.0,220.0,0.0
6838,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/11/2017,33.56,32.0,19.0,60.0,210.0,0.0
6839,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/12/2017,43.54,34.0,21.0,60.0,250.0,0.0
6840,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/13/2017,40.34,37.0,24.0,40.0,60.0,0.0
6841,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/14/2017,32.25,31.11,16.0,40.0,60.0,0.0
6842,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/15/2017,38.61,28.12,20.0,40.0,60.0,0.0
6843,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/16/2017,33.31,29.0,17.0,40.0,80.0,0.0
6844,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/17/2017,34.07,34.0,15.0,40.0,100.0,0.0
6845,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/18/2017,24.4,29.0,17.0,50.0,130.0,0.0
6846,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/19/2017,35.48,27.0,15.0,50.0,100.0,0.0
6847,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/20/2017,41.07,31.0,17.0,40.0,90.0,0.0
6848,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/21/2017,31.05,30.0,15.0,50.0,100.0,0.0
6849,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/22/2017,33.28,31.0,15.0,50.0,110.0,0.0
6850,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/23/2017,34.06,33.0,16.0,50.0,100.0,0.0
6851,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/24/2017,32.58,26.28,18.0,50.0,80.0,0.0
6852,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/25/2017,33.32,30.0,16.0,50.0,100.0,0.0
6853,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/26/2017,35.07,27.12,17.0,50.0,100.0,0.0
6854,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/27/2017,34.33,31.11,14.0,50.0,60.0,0.0
6855,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/28/2017,38.31,32.0,19.0,40.0,50.0,0.0
6856,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/29/2017,31.05,31.0,12.0,40.0,60.0,0.0
6857,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,11/30/2017,38.45,32.0,15.0,50.0,180.0,0.0
6858,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/1/2017,30.61,28.0,11.0,40.0,120.0,0.0
6859,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/2/2017,38.34,33.0,16.0,50.0,60.0,0.0
6860,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/3/2017,35.64,30.0,12.0,60.0,90.0,0.0
6861,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/4/2017,31.07,37.0,12.0,50.0,60.0,0.0
6862,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/5/2017,33.05,29.0,15.0,50.0,80.0,0.0
6863,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/6/2017,31.13,30.0,14.0,50.0,40.0,0.0
6864,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/7/2017,30.38,24.0,18.0,40.0,140.0,0.0
6865,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/8/2017,34.55,36.0,17.0,40.0,100.0,0.0
6866,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/9/2017,38.06,31.0,16.0,40.0,100.0,0.0
6867,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/10/2017,33.31,30.0,11.0,40.0,100.0,0.0
6868,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/11/2017,28.56,29.0,9.0,50.0,110.0,0.0
6869,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/12/2017,34.44,31.0,11.0,40.0,30.0,0.0
6870,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/13/2017,38.06,29.0,16.0,55.0,80.0,0.0
6871,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/14/2017,41.3,34.0,14.0,55.0,60.0,0.0
6872,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/15/2017,38.26,40.0,20.0,55.0,60.0,0.0
6873,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/16/2017,33.48,40.0,18.0,55.0,60.0,0.0
6874,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/17/2017,41.0,42.0,15.0,50.0,40.0,0.0
6875,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/18/2017,33.05,40.0,16.0,50.0,60.0,0.0
6876,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/19/2017,26.24,33.0,19.0,40.0,200.0,0.0
6877,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/20/2017,30.54,33.0,13.0,40.0,200.0,0.0
6878,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/21/2017,28.56,34.0,11.0,40.0,220.0,0.0
6879,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/22/2017,39.11,30.0,12.0,40.0,300.0,0.0
6880,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/23/2017,29.05,33.0,15.0,40.0,220.0,0.0
6881,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/24/2017,34.06,32.0,17.0,40.0,25.0,0.0
6882,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/25/2017,34.5,32.0,19.0,40.0,170.0,0.0
6883,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/26/2017,24.18,31.0,12.0,40.0,220.0,0.0
6884,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/27/2017,34.59,31.79,17.0,40.0,200.0,0.0
6885,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/28/2017,41.83,45.0,21.0,40.0,100.0,0.0
6886,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/29/2017,44.59,38.0,19.0,40.0,40.0,0.0
6887,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/30/2017,36.07,39.69,17.0,40.0,30.0,0.0
6888,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,12/31/2017,30.61,49.0,19.0,40.0,380.0,0.0
6889,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/1/2018,31.64,33.0,22.0,40.0,100.0,0.0
6890,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/2/2018,30.61,36.0,17.0,40.0,30.0,0.0
6891,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/3/2018,41.62,38.0,21.0,40.0,40.0,0.0
6892,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/4/2018,29.33,34.0,20.0,40.0,30.0,0.0
6893,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/5/2018,20.8,27.12,18.0,40.0,40.0,0.0
6894,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/6/2018,32.58,31.0,21.0,40.0,60.0,0.0
6895,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/7/2018,34.33,29.0,22.0,40.0,40.0,0.0
6896,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/8/2018,33.27,29.0,20.0,40.0,60.0,0.0
6897,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/9/2018,36.28,28.0,19.0,40.0,150.0,0.0
6898,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/10/2018,38.06,29.0,16.0,40.0,50.0,0.0
6899,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/11/2018,39.07,29.0,26.0,40.0,80.0,0.0
6900,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/12/2018,30.05,29.0,17.0,40.0,40.0,0.0
6901,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/13/2018,30.05,26.0,14.0,40.0,50.0,0.0
6902,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/14/2018,26.47,22.0,10.0,40.0,100.0,0.0
6903,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/15/2018,23.2,20.86,8.0,40.0,120.0,0.0
6904,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/16/2018,46.84,29.0,11.0,40.0,80.0,0.0
6905,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/17/2018,33.49,30.0,12.0,40.0,80.0,0.0
6906,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/18/2018,42.27,31.0,13.0,40.0,60.0,0.0
6907,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/19/2018,30.26,32.0,22.0,40.0,40.0,0.0
6908,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/20/2018,32.05,34.96,16.0,40.0,120.0,0.0
6909,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/21/2018,28.05,28.0,19.0,40.0,40.0,0.0
6910,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/22/2018,30.05,30.0,17.0,40.0,100.0,0.0
6911,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/23/2018,32.59,28.0,29.0,40.0,120.0,0.0
6912,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/24/2018,23.3,32.0,15.0,40.0,130.0,0.0
6913,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/25/2018,41.53,40.0,22.0,40.0,120.0,0.0
6914,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/26/2018,40.11,36.0,19.0,40.0,100.0,0.0
6915,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/27/2018,37.07,37.0,20.0,40.0,120.0,0.0
6916,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/28/2018,27.3,27.0,17.0,40.0,180.0,0.0
6917,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/29/2018,30.06,26.0,22.0,40.0,110.0,0.0
6918,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/30/2018,31.57,26.0,15.0,40.0,30.0,0.0
6919,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,1/31/2018,30.29,28.0,12.0,40.0,40.0,0.0
6920,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/1/2018,30.06,27.0,23.0,40.0,200.0,0.0
6921,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/2/2018,28.3,27.0,20.0,40.0,30.0,0.0
6922,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/3/2018,31.06,26.0,24.0,40.0,50.0,0.0
6923,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/4/2018,30.06,28.0,26.0,40.0,40.0,0.0
6924,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/5/2018,29.25,28.0,27.0,40.0,30.0,0.0
6925,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/6/2018,27.87,24.0,25.0,40.0,30.0,0.0
6926,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/7/2018,35.06,25.0,35.0,40.0,30.0,0.0
6927,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/8/2018,40.34,29.0,29.0,40.0,260.0,0.0
6928,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/9/2018,32.05,26.0,25.0,40.0,50.0,0.0
6929,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/10/2018,28.04,27.0,20.0,40.0,170.0,0.0
6930,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/11/2018,33.59,27.0,21.0,40.0,250.0,0.0
6931,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/12/2018,32.05,29.0,24.0,40.0,150.0,0.0
6932,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/13/2018,27.05,28.0,19.0,40.0,130.0,0.0
6933,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/14/2018,36.06,27.26,27.0,40.0,30.0,0.0
6934,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/15/2018,32.57,26.0,24.0,40.0,40.0,0.0
6935,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/16/2018,31.13,29.0,25.0,40.0,40.0,0.0
6936,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/17/2018,27.54,18.9,26.0,40.0,40.0,0.0
6937,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/18/2018,29.96,28.0,24.0,40.0,60.0,0.0
6938,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/19/2018,35.28,29.0,23.0,40.0,40.0,0.0
6939,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/20/2018,36.62,27.0,29.0,40.0,30.0,0.0
6940,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/21/2018,39.33,27.0,27.0,40.0,200.0,0.0
6941,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/22/2018,20.27,26.0,30.0,40.0,220.0,0.0
6942,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/23/2018,27.33,29.0,21.0,40.0,200.0,0.0
6943,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/24/2018,38.26,25.0,24.0,40.0,30.0,0.0
6944,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/25/2018,35.52,26.0,30.0,40.0,200.0,0.0
6945,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/26/2018,33.05,27.0,27.0,40.0,40.0,0.0
6946,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/27/2018,30.53,26.0,28.0,40.0,40.0,0.0
6947,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,2/28/2018,30.53,28.0,38.0,40.0,60.0,0.0
6948,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/1/2018,34.06,28.77,30.0,40.0,40.0,0.0
6949,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/2/2018,36.91,30.0,24.0,40.0,40.0,0.0
6950,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/3/2018,25.75,24.0,25.0,40.0,40.0,0.0
6951,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/4/2018,34.94,29.0,21.0,40.0,200.0,0.0
6952,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/5/2018,36.27,26.0,30.0,40.0,200.0,0.0
6953,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/6/2018,30.05,30.0,22.0,40.0,40.0,0.0
6954,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/7/2018,32.24,26.0,26.0,40.0,150.0,0.0
6955,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/8/2018,33.05,32.0,23.0,40.0,80.0,0.0
6956,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/9/2018,28.11,30.0,25.0,40.0,80.0,0.0
6957,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/10/2018,30.31,30.0,23.0,40.0,60.0,0.0
6958,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/11/2018,32.05,29.0,32.0,40.0,40.0,0.0
6959,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/12/2018,34.06,29.0,41.0,40.0,50.0,0.0
6960,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/13/2018,39.49,33.0,34.0,40.0,40.0,0.0
6961,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/14/2018,31.64,28.0,41.0,40.0,50.0,0.0
6962,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/15/2018,25.15,26.0,31.0,40.0,130.0,0.0
6963,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/16/2018,34.07,30.19,44.0,40.0,180.0,0.0
6964,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/17/2018,32.06,29.0,28.0,40.0,150.0,0.0
6965,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/18/2018,35.07,27.0,40.0,40.0,150.0,0.0
6966,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/19/2018,30.33,40.0,31.0,40.0,40.0,0.0
6967,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/20/2018,36.33,27.0,30.0,40.0,40.0,0.0
6968,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/21/2018,34.77,28.93,28.0,40.0,20.0,0.0
6969,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/22/2018,24.35,29.0,38.0,40.0,30.0,0.0
6970,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/23/2018,36.06,31.95,31.0,40.0,40.0,0.0
6971,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/24/2018,30.05,26.0,27.0,40.0,30.0,0.0
6972,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/25/2018,32.05,31.0,42.0,40.0,30.0,0.0
6973,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/26/2018,31.55,28.0,29.0,40.0,50.0,0.0
6974,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/27/2018,30.05,29.0,27.0,40.0,40.0,0.0
6975,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/28/2018,15.43,26.0,16.0,40.0,40.0,0.0
6976,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/29/2018,33.22,30.0,48.0,40.0,130.0,0.0
6977,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/30/2018,34.32,33.0,45.0,40.0,180.0,0.0
6978,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,3/31/2018,32.32,32.0,35.0,40.0,180.0,0.0
6979,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/1/2018,27.89,28.0,45.0,40.0,180.0,0.0
6980,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/2/2018,30.86,28.0,50.0,40.0,180.0,0.0
6981,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/3/2018,24.21,30.0,38.0,40.0,220.0,0.0
6982,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/4/2018,29.05,30.0,35.0,40.0,250.0,0.0
6983,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/5/2018,37.32,31.0,38.0,40.0,30.0,0.0
6984,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/6/2018,20.27,28.0,37.0,40.0,100.0,0.0
6985,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/7/2018,26.33,30.0,33.0,40.0,180.0,0.0
6986,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/8/2018,36.45,28.0,41.0,40.0,50.0,0.0
6987,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/9/2018,27.45,30.0,40.0,40.0,40.0,0.0
6988,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/10/2018,32.05,28.0,44.0,40.0,40.0,0.0
6989,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/11/2018,28.55,25.96,43.0,40.0,40.0,0.0
6990,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/12/2018,31.32,30.0,35.0,40.0,30.0,0.0
6991,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/13/2018,30.31,28.0,39.0,40.0,30.0,0.0
6992,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/14/2018,30.6,26.0,39.0,40.0,40.0,0.0
6993,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/15/2018,34.06,26.0,39.0,40.0,100.0,0.0
6994,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/16/2018,33.05,25.5,41.0,40.0,60.0,0.0
6995,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/17/2018,24.28,34.0,41.0,40.0,40.0,0.0
6996,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/18/2018,34.31,30.06,34.0,40.0,40.0,0.0
6997,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/19/2018,30.22,26.0,39.0,40.0,100.0,0.0
6998,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/20/2018,35.22,29.6,32.0,40.0,100.0,0.0
6999,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/21/2018,50.23,34.0,34.0,40.0,100.0,0.0
7000,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/22/2018,29.04,33.0,30.0,40.0,100.0,0.0
7001,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/23/2018,35.53,0.0,26.0,40.0,100.0,0.0
7002,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/24/2018,33.05,29.0,42.0,40.0,150.0,0.0
7003,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/25/2018,27.54,33.0,30.0,40.0,180.0,0.0
7004,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/26/2018,34.6,29.0,47.0,40.0,200.0,0.0
7005,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/27/2018,19.15,29.0,0.0,40.0,200.0,0.0
7006,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/28/2018,33.05,31.17,0.0,40.0,200.0,0.0
7007,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/29/2018,34.25,28.0,0.0,40.0,200.0,0.0
7008,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,4/30/2018,31.32,30.0,0.0,40.0,60.0,0.0
7009,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/1/2018,31.27,30.0,39.0,40.0,60.0,
7010,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/2/2018,27.47,31.0,46.0,40.0,180.0,
7011,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/3/2018,38.31,41.0,45.0,40.0,200.0,
7012,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/4/2018,32.78,43.0,33.0,40.0,5.0,
7013,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/5/2018,15.25,23.0,13.0,40.0,40.0,
7014,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/6/2018,38.06,20.45,49.0,40.0,150.0,
7015,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/7/2018,31.05,33.0,42.0,40.0,50.0,
7016,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/8/2018,30.05,31.0,39.0,40.0,50.0,
7017,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/9/2018,10.2,11.0,13.0,40.0,50.0,
7018,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/10/2018,35.85,28.0,55.0,50.0,200.0,
7019,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/11/2018,35.48,36.0,33.0,50.0,150.0,
7020,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/12/2018,31.23,33.0,14.0,40.0,50.0,
7021,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/13/2018,32.06,31.0,33.0,40.0,50.0,
7022,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/14/2018,26.8,32.0,39.0,40.0,50.0,
7023,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/15/2018,34.01,30.0,35.0,40.0,130.0,
7024,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/16/2018,30.61,34.0,42.0,40.0,120.0,0.0
7025,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/17/2018,17.2,2.0,20.0,50.0,50.0,
7026,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/18/2018,19.35,38.0,12.0,40.0,180.0,
7027,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/19/2018,7.91,8.0,18.0,50.0,50.0,
7028,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/20/2018,40.54,37.0,20.0,40.0,210.0,
7029,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/21/2018,13.67,29.0,4.0,40.0,30.0,
7030,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/22/2018,33.24,25.48,15.0,40.0,20.0,
7031,1PDPOIL019,42493326920000,BAPTIST FOUNDATION 1H,5/23/2018,30.86,31.0,10.0,30.0,10.0,
